Task number Cost reduction,Final cost,Optimisation time (ms),Number iterations,Average percent derivs
0,0.011080043241318838,7.60817522567665,0.2193448543548584,2,4.918032786885246
1,0.010937302645035785,7.668289573116262,0.22219324111938477,2,4.918032786885246
2,0.010796331121232017,7.7287015205558705,0.22300195693969727,2,4.918032786885246
3,0.01065710423353139,7.7894110679954816,0.22034621238708496,2,4.918032786885246
4,0.010519597893531518,7.850418215435092,0.22240638732910156,2,4.918032786885246
5,0.010383788356653323,7.911722962874703,0.22072076797485352,2,4.918032786885246
6,0.011224577698567995,7.5483584782370405,0.22070527076721191,2,4.918032786885246
7,0.011370931161513664,7.48883933079743,0.22207403182983398,2,4.918032786885246
8,0.011519129135241779,7.42961778335782,0.22285914421081543,2,4.918032786885246
9,0.011669197489289074,7.370693835918209,0.22325563430786133,2,4.918032786885246
10,0.010249652217989014,7.973325310314314,0.21966099739074707,2,4.918032786885246
11,0.010117166408150191,8.035225257753925,0.22100210189819336,2,4.918032786885246
12,0.009986308189119164,8.097422805193535,0.22007274627685547,2,4.918032786885246
13,0.009857055150100602,8.159917952633146,0.21908092498779297,2,4.918032786885246
14,0.009729385203391505,8.222710700072756,0.22301769256591797,2,4.918032786885246
15,0.01182116246171272,7.312067488478598,0.2237405776977539,2,4.918032786885246
16,0.011975050663131537,7.253738741038989,0.2202160358428955,2,4.918032786885246
17,0.012130889080733676,7.195707593599378,0.22295594215393066,2,4.918032786885246
18,0.01228870508224289,7.137974046159766,0.2212991714477539,2,4.918032786885246
19,0.012448526419839956,7.080538098720156,0.2198185920715332,2,4.918032786885246
